title,x1,x2,x3,x4
Nike SB “Janoski” Low  Size 9 Condition: DS (No Box Lid) Price: 65 + 5 ship (Retail is 85)  Tags: #jordan #dunk #pdx #pdxresale #reseller #dunks #nike #nikejordan #jordan1 #royaltoe #strangelove #travisscott #2020 #fyp #resells #portlandresells #5grandby2021 #rayguns #raygun #raygundunk #stussydunk #dunklow #supreme #supremetee #supremenastee #nastynas #digitee #supremedigi #boxlogo #nikesb,https://i.pinimg.com/236x/e7/0e/a4/e70ea410e58a6cbcb3eb4c18b0da4c35.jpg,https://i.pinimg.com/474x/e7/0e/a4/e70ea410e58a6cbcb3eb4c18b0da4c35.jpg,https://i.pinimg.com/736x/e7/0e/a4/e70ea410e58a6cbcb3eb4c18b0da4c35.jpg,https://i.pinimg.com/originals/e7/0e/a4/e70ea410e58a6cbcb3eb4c18b0da4c35.jpg
Nike Men's Nike SB Check Solar Canvas Skate Shoes (Red/Black/White),https://i.pinimg.com/236x/3c/95/94/3c9594bee5cc20128900770757192f9c.jpg,https://i.pinimg.com/474x/3c/95/94/3c9594bee5cc20128900770757192f9c.jpg,https://i.pinimg.com/736x/3c/95/94/3c9594bee5cc20128900770757192f9c.jpg,https://i.pinimg.com/originals/3c/95/94/3c9594bee5cc20128900770757192f9c.jpg
Nike SB Alleyoop Skate Shoe (Black),https://i.pinimg.com/236x/f3/6b/cc/f36bcc099ec711c79f4c8ce906f751d8.jpg,https://i.pinimg.com/474x/f3/6b/cc/f36bcc099ec711c79f4c8ce906f751d8.jpg,https://i.pinimg.com/736x/f3/6b/cc/f36bcc099ec711c79f4c8ce906f751d8.jpg,https://i.pinimg.com/originals/f3/6b/cc/f36bcc099ec711c79f4c8ce906f751d8.jpg
Nike Womens Mens Fashion Styles Shoes Sneakers | Nike Womens Mens Outift Casual Shoes Sneakers | Nike Fashion Shoes Sneakers 2020 Spring Summer Trends | StrangeLove x Dunk Low SB 'Valentine's Day' ct2552 800,https://i.pinimg.com/236x/4b/71/22/4b71228e8a22aa314a69bec465737d3f.jpg,https://i.pinimg.com/474x/4b/71/22/4b71228e8a22aa314a69bec465737d3f.jpg,https://i.pinimg.com/736x/4b/71/22/4b71228e8a22aa314a69bec465737d3f.jpg,https://i.pinimg.com/originals/4b/71/22/4b71228e8a22aa314a69bec465737d3f.jpg
"In the fake vs real Strangelove DUnk image above, we have pointed out how the fake sneakers have their “MADE IN VIETNAM” text and the other lines of text with the information about the country of producing of the sneakers looking too thin compared to the text seen on the legit Dunks.",https://i.pinimg.com/236x/51/d3/dc/51d3dcf0abab7205dcffbca22c434e64.jpg,https://i.pinimg.com/474x/51/d3/dc/51d3dcf0abab7205dcffbca22c434e64.jpg,https://i.pinimg.com/736x/51/d3/dc/51d3dcf0abab7205dcffbca22c434e64.jpg,https://i.pinimg.com/originals/51/d3/dc/51d3dcf0abab7205dcffbca22c434e64.jpg
"StrangeLove x Nike SB Dunk Low. Nike teamed up with StrangeLove Skateboards for a special edition sneaker to celebrate Valentine’s day. Here’s a complete look at the StrangeLove Skateboards x Nike SB Dunk Low.In terms of construction, StrangeLove’s Dunk Low comes dressed in a variety of romantic materials and colours. It features pink suede on the overlays and pink velvet on the panels and toe box. Red velvet is used for the Swoosh, lining, and laces. #nikesb #strangelove #dunklow #sneakers",https://i.pinimg.com/236x/56/1a/3d/561a3da2264bc4a2977a785c80df2d2e.jpg,https://i.pinimg.com/474x/56/1a/3d/561a3da2264bc4a2977a785c80df2d2e.jpg,https://i.pinimg.com/736x/56/1a/3d/561a3da2264bc4a2977a785c80df2d2e.jpg,https://i.pinimg.com/originals/56/1a/3d/561a3da2264bc4a2977a785c80df2d2e.jpg
Nike Womens Mens Fashion Styles Shoes Sneakers | Nike Womens Mens Outift Casual Shoes Sneakers | Nike Fashion Shoes Sneakers 2020 Spring Summer Trends | StrangeLove x Dunk Low SB 'Valentine's Day' CT2552 800,https://i.pinimg.com/236x/84/9c/33/849c33c95ed2864b51e83e6facf3f362.jpg,https://i.pinimg.com/474x/84/9c/33/849c33c95ed2864b51e83e6facf3f362.jpg,https://i.pinimg.com/736x/84/9c/33/849c33c95ed2864b51e83e6facf3f362.jpg,https://i.pinimg.com/originals/84/9c/33/849c33c95ed2864b51e83e6facf3f362.jpg
"The Strangelove Skateboards X Nike Sb Dunk Low Was Designed In Collaboration With The Underground Skate Brand To Celebrate Valentine’s Day. This Listing Includes The Limited Edition Packaging, Which Is Inspired By Valentine's Day Cards And Boxes From The Crew's Childhood Years In Elementary School. Holidays Have Traditionally Served As A Source Of Inspiration For Nike Sb And Their Venerable Dunk Dating Back To The Mid-aughts Heyday Of The Shoe. That Tradition Continues With This Premium Dunk Low",https://i.pinimg.com/236x/8e/1e/56/8e1e564af23cbb38d5425090ab0d8d2c.jpg,https://i.pinimg.com/474x/8e/1e/56/8e1e564af23cbb38d5425090ab0d8d2c.jpg,https://i.pinimg.com/736x/8e/1e/56/8e1e564af23cbb38d5425090ab0d8d2c.jpg,https://i.pinimg.com/originals/8e/1e/56/8e1e564af23cbb38d5425090ab0d8d2c.png
Nike Womens Mens Fashion Styles Shoes Sneakers | Nike Womens Mens Outift Casual Shoes Sneakers | Nike Fashion Shoes Sneakers 2020 Spring Summer Trends | StrangeLove x Dunk Low SB 'Valentine's Day' CT2552 800,https://i.pinimg.com/236x/03/90/66/039066fa0efd39f6462153b9f8f6c600.jpg,https://i.pinimg.com/474x/03/90/66/039066fa0efd39f6462153b9f8f6c600.jpg,https://i.pinimg.com/736x/03/90/66/039066fa0efd39f6462153b9f8f6c600.jpg,https://i.pinimg.com/originals/03/90/66/039066fa0efd39f6462153b9f8f6c600.jpg
"Sevenply on Instagram: “This friday, the 7th of february, we will be releasing the Nike SB x Strangelove Dunk Low Pro. Sizes US 7 to 12 will be available in store…”",https://i.pinimg.com/236x/35/85/29/358529b60e1d582c95be52f4ac982161.jpg,https://i.pinimg.com/474x/35/85/29/358529b60e1d582c95be52f4ac982161.jpg,https://i.pinimg.com/736x/35/85/29/358529b60e1d582c95be52f4ac982161.jpg,https://i.pinimg.com/originals/35/85/29/358529b60e1d582c95be52f4ac982161.jpg
The Strange Love x Nike SB Dunk Low “Heart / Love” is scheduled to release on February 7th at Skate Shops and SNKRS App on February 8th for a retail of $100. Swipe Left to see the the full sneaker and on foot pictures! We are expecting an average resell value between $300 - $450. What are your thoughts on this SB Dunk? 🌸,https://i.pinimg.com/236x/f6/ae/0c/f6ae0c7c40c1fc19f8db260df647c53f.jpg,https://i.pinimg.com/474x/f6/ae/0c/f6ae0c7c40c1fc19f8db260df647c53f.jpg,https://i.pinimg.com/736x/f6/ae/0c/f6ae0c7c40c1fc19f8db260df647c53f.jpg,https://i.pinimg.com/originals/f6/ae/0c/f6ae0c7c40c1fc19f8db260df647c53f.jpg
StrangeLove x Nike SB Dunk Low,https://i.pinimg.com/236x/48/35/17/483517e7f9f750ef2fd638d84cc733b8.jpg,https://i.pinimg.com/474x/48/35/17/483517e7f9f750ef2fd638d84cc733b8.jpg,https://i.pinimg.com/736x/48/35/17/483517e7f9f750ef2fd638d84cc733b8.jpg,https://i.pinimg.com/originals/48/35/17/483517e7f9f750ef2fd638d84cc733b8.jpg
"A special 4th of July release, this Nike SB Dunk Low is inspired by the classic firecracker, a cornerstone to any great Independence Day celebration. ”Caution” and “Flammable” are found on the heel tabs, while a firecracker pattern is also found wrapping the heel. | SB Dunk Low Premium Black",https://i.pinimg.com/236x/1e/6c/4b/1e6c4baf9df4634f2d05c288115211be.jpg,https://i.pinimg.com/474x/1e/6c/4b/1e6c4baf9df4634f2d05c288115211be.jpg,https://i.pinimg.com/736x/1e/6c/4b/1e6c4baf9df4634f2d05c288115211be.jpg,https://i.pinimg.com/originals/1e/6c/4b/1e6c4baf9df4634f2d05c288115211be.png
"-
 
 




En cette période de Saint-Valentin, Nike SB collaborent avec StrangeLove sur une paire aux couleurs de l’amour, imaginée par Sean Cliver et Todd Batrud : la Nike SB Dunk Low StrangeLove.
La Nike SB Dunk Low StrangeLove adopte des textures dans le thème de la fête des amoureux : une empeigne blanche et rouge en velours accordée à des empiècements en velour roses. Les rappels de rouge au niveau des lacets, du Swoosh et de l’intérieur de la paire ajoutent de la fraicheur. On découvre égal",https://i.pinimg.com/236x/75/b5/01/75b501cf31b96ec8bea8f74801939726.jpg,https://i.pinimg.com/474x/75/b5/01/75b501cf31b96ec8bea8f74801939726.jpg,https://i.pinimg.com/736x/75/b5/01/75b501cf31b96ec8bea8f74801939726.jpg,https://i.pinimg.com/originals/75/b5/01/75b501cf31b96ec8bea8f74801939726.png
Nike Dunk SB Low Atlas 35MM Grey - 504750-020,https://i.pinimg.com/236x/4a/1c/b6/4a1cb645a749c698f4f3f77b4d393897.jpg,https://i.pinimg.com/474x/4a/1c/b6/4a1cb645a749c698f4f3f77b4d393897.jpg,https://i.pinimg.com/736x/4a/1c/b6/4a1cb645a749c698f4f3f77b4d393897.jpg,https://i.pinimg.com/originals/4a/1c/b6/4a1cb645a749c698f4f3f77b4d393897.png
Nike SB Zoom Stefan Janoski RM Skate Shoe. Nike.com,https://i.pinimg.com/236x/aa/35/aa/aa35aa95b80589806bdad614b410a852.jpg,https://i.pinimg.com/474x/aa/35/aa/aa35aa95b80589806bdad614b410a852.jpg,https://i.pinimg.com/736x/aa/35/aa/aa35aa95b80589806bdad614b410a852.jpg,https://i.pinimg.com/originals/aa/35/aa/aa35aa95b80589806bdad614b410a852.jpg
Nike Dunk Low (GS) - 310569 019,https://i.pinimg.com/236x/db/d3/05/dbd305f1b51a13be28c992bfe2867a93.jpg,https://i.pinimg.com/474x/db/d3/05/dbd305f1b51a13be28c992bfe2867a93.jpg,https://i.pinimg.com/736x/db/d3/05/dbd305f1b51a13be28c992bfe2867a93.jpg,https://i.pinimg.com/originals/db/d3/05/dbd305f1b51a13be28c992bfe2867a93.png
StrangeLove Nike SB Dunk Low CT2552-800 Release Info | SneakerNews.com,https://i.pinimg.com/236x/c7/cd/a8/c7cda8cf2dcc7e06be3e89754d3e3f4c.jpg,https://i.pinimg.com/474x/c7/cd/a8/c7cda8cf2dcc7e06be3e89754d3e3f4c.jpg,https://i.pinimg.com/736x/c7/cd/a8/c7cda8cf2dcc7e06be3e89754d3e3f4c.jpg,https://i.pinimg.com/originals/c7/cd/a8/c7cda8cf2dcc7e06be3e89754d3e3f4c.png
"Nike SB Dunk Low x StrangeLove CT2552 300 Green - Nike SB Dunk (Scarpe da calcio Nike, scarpe da corsa, negozio di scarpe sportive - skscarpeit.com)",https://i.pinimg.com/236x/87/9f/7c/879f7cf680c5557875886e801c268144.jpg,https://i.pinimg.com/474x/87/9f/7c/879f7cf680c5557875886e801c268144.jpg,https://i.pinimg.com/736x/87/9f/7c/879f7cf680c5557875886e801c268144.jpg,https://i.pinimg.com/originals/87/9f/7c/879f7cf680c5557875886e801c268144.png
Air Force 1 for women outfits | Air Force 1 outfit | Air Force 1 sneakers | NIKE shoes sneakers street styles | Air Force 1 NIKE shoes | outfit style | sport | men | woman | AF1 | nike Air Force 1 outfit | Air Force shoes | Air Force 1 | Air Force 1 high | Air Force 1 sneakers womens | Force 1 shoes | Nike Womens Mens Fashion Styles Shoes Sneakers | Nike Womens Mens Outift Casual Shoes Sneakers | StrangeLove x Dunk,https://i.pinimg.com/236x/cd/80/a4/cd80a4c325642bcea3b4555f10273437.jpg,https://i.pinimg.com/474x/cd/80/a4/cd80a4c325642bcea3b4555f10273437.jpg,https://i.pinimg.com/736x/cd/80/a4/cd80a4c325642bcea3b4555f10273437.jpg,https://i.pinimg.com/originals/cd/80/a4/cd80a4c325642bcea3b4555f10273437.jpg
STRANGELOVE NIKE SB DUNK LOW PRO QS US9.5 with box	b437 #fashion #clothing #shoes #accessories #men #mensshoes (ebay link),https://i.pinimg.com/236x/83/c9/d8/83c9d844fe8addf60af716d823591f5e.jpg,https://i.pinimg.com/474x/83/c9/d8/83c9d844fe8addf60af716d823591f5e.jpg,https://i.pinimg.com/736x/83/c9/d8/83c9d844fe8addf60af716d823591f5e.jpg,https://i.pinimg.com/originals/83/c9/d8/83c9d844fe8addf60af716d823591f5e.jpg
red cny,https://i.pinimg.com/236x/34/65/eb/3465ebaca2b4d5b2c0d0eeaa5417a1fb.jpg,https://i.pinimg.com/474x/34/65/eb/3465ebaca2b4d5b2c0d0eeaa5417a1fb.jpg,https://i.pinimg.com/736x/34/65/eb/3465ebaca2b4d5b2c0d0eeaa5417a1fb.jpg,https://i.pinimg.com/originals/34/65/eb/3465ebaca2b4d5b2c0d0eeaa5417a1fb.jpg
StrangeLove x Nike SB Dunk Low Valentine's Day Green,https://i.pinimg.com/236x/f3/78/ef/f378ef1ab15b8362873a6a446746661e.jpg,https://i.pinimg.com/474x/f3/78/ef/f378ef1ab15b8362873a6a446746661e.jpg,https://i.pinimg.com/736x/f3/78/ef/f378ef1ab15b8362873a6a446746661e.jpg,https://i.pinimg.com/originals/f3/78/ef/f378ef1ab15b8362873a6a446746661e.jpg
THE SOLE HOUSE on Instagram: “STRANGELOVE 💕 📸 @yankeekicks #nikeoffwhite #offwhite #kicks #kicksonfire #virgil #nikes #offwhitenike #sneaker #sneakers #sneakerhead…”,https://i.pinimg.com/236x/b7/92/0f/b7920f700bbf848359b898a24939e414.jpg,https://i.pinimg.com/474x/b7/92/0f/b7920f700bbf848359b898a24939e414.jpg,https://i.pinimg.com/736x/b7/92/0f/b7920f700bbf848359b898a24939e414.jpg,https://i.pinimg.com/originals/b7/92/0f/b7920f700bbf848359b898a24939e414.jpg
Nike SB Zoom Stefan Janoski RM Skate Shoe (Black),https://i.pinimg.com/236x/e1/4c/84/e14c84d877d4969e4a47c2c9d536cd77.jpg,https://i.pinimg.com/474x/e1/4c/84/e14c84d877d4969e4a47c2c9d536cd77.jpg,https://i.pinimg.com/736x/e1/4c/84/e14c84d877d4969e4a47c2c9d536cd77.jpg,https://i.pinimg.com/originals/e1/4c/84/e14c84d877d4969e4a47c2c9d536cd77.jpg
Nike Dunk Low (GS) - 310569 019,https://i.pinimg.com/236x/e2/77/11/e27711a46408233a5e685bf3d6d0f366.jpg,https://i.pinimg.com/474x/e2/77/11/e27711a46408233a5e685bf3d6d0f366.jpg,https://i.pinimg.com/736x/e2/77/11/e27711a46408233a5e685bf3d6d0f366.jpg,https://i.pinimg.com/originals/e2/77/11/e27711a46408233a5e685bf3d6d0f366.png
Nike Dunk SB Low Dark Chocolate Linen - 313170-203,https://i.pinimg.com/236x/c9/a9/f2/c9a9f217558b23cb560969d297c7a86a.jpg,https://i.pinimg.com/474x/c9/a9/f2/c9a9f217558b23cb560969d297c7a86a.jpg,https://i.pinimg.com/736x/c9/a9/f2/c9a9f217558b23cb560969d297c7a86a.jpg,https://i.pinimg.com/originals/c9/a9/f2/c9a9f217558b23cb560969d297c7a86a.png
Love Nike Dunk Low SB x StrangeLove 'Valentine's Day Special Box,https://i.pinimg.com/236x/7e/64/e9/7e64e98b45697aae78cef618242cc968.jpg,https://i.pinimg.com/474x/7e/64/e9/7e64e98b45697aae78cef618242cc968.jpg,https://i.pinimg.com/736x/7e/64/e9/7e64e98b45697aae78cef618242cc968.jpg,https://i.pinimg.com/originals/7e/64/e9/7e64e98b45697aae78cef618242cc968.png
